    310.0 0.293E+15 0.530E+14 0.199E+13 0.104E-10        889.                  
    311.0 0.287E+15 0.513E+14 0.192E+13 0.102E-10        889.                  
    312.0 0.282E+15 0.496E+14 0.184E+13 0.998E-11        889.                  
    313.0 0.276E+15 0.479E+14 0.177E+13 0.975E-11        889.                  
    314.0 0.271E+15 0.463E+14 0.171E+13 0.953E-11        889.                  
    315.0 0.266E+15 0.448E+14 0.164E+13 0.932E-11        889.                  
    316.0 0.261E+15 0.433E+14 0.158E+13 0.911E-11        889.                  
    317.0 0.256E+15 0.419E+14 0.152E+13 0.891E-11        889.                  
    318.0 0.251E+15 0.405E+14 0.146E+13 0.871E-11        889.                  
    319.0 0.246E+15 0.391E+14 0.141E+13 0.851E-11        889.                  
    320.0 0.241E+15 0.378E+14 0.135E+13 0.832E-11        889.                  
    321.0 0.237E+15 0.366E+14 0.130E+13 0.814E-11        889.                  
    322.0 0.232E+15 0.354E+14 0.125E+13 0.796E-11        889.                  
    323.0 0.228E+15 0.342E+14 0.121E+13 0.778E-11        890.                  
    324.0 0.223E+15 0.331E+14 0.116E+13 0.761E-11        890.                  
    325.0 0.219E+15 0.320E+14 0.112E+13 0.744E-11        890.                  
    326.0 0.215E+15 0.309E+14 0.107E+13 0.728E-11        890.                  
    327.0 0.211E+15 0.299E+14 0.103E+13 0.712E-11        890.                  
    328.0 0.207E+15 0.289E+14 0.994E+12 0.696E-11        890.                  
    329.0 0.203E+15 0.279E+14 0.957E+12 0.681E-11        890.                  
    330.0 0.199E+15 0.270E+14 0.921E+12 0.666E-11        890.                  
    331.0 0.195E+15 0.261E+14 0.886E+12 0.652E-11        890.                  
    332.0 0.191E+15 0.253E+14 0.853E+12 0.638E-11        890.                  
    333.0 0.188E+15 0.244E+14 0.821E+12 0.624E-11        890.                  
    334.0 0.184E+15 0.236E+14 0.790E+12 0.610E-11        890.                  
    335.0 0.181E+15 0.228E+14 0.760E+12 0.597E-11        890.                  
    336.0 0.177E+15 0.221E+14 0.732E+12 0.584E-11        890.                  
    337.0 0.174E+15 0.214E+14 0.704E+12 0.572E-11        890.                  
    338.0 0.171E+15 0.207E+14 0.678E+12 0.559E-11        890.                  
    339.0 0.167E+15 0.200E+14 0.652E+12 0.548E-11        890.                  
    340.0 0.164E+15 0.193E+14 0.628E+12 0.536E-11        890.                  
    341.0 0.161E+15 0.187E+14 0.604E+12 0.524E-11        890.                  
    342.0 0.158E+15 0.181E+14 0.582E+12 0.513E-11        890.                  
    343.0 0.155E+15 0.175E+14 0.560E+12 0.502E-11        891.                  
    344.0 0.152E+15 0.169E+14 0.539E+12 0.492E-11        891.                  
    345.0 0.149E+15 0.163E+14 0.519E+12 0.481E-11        891.                  
    346.0 0.146E+15 0.158E+14 0.499E+12 0.471E-11        891.                  
    347.0 0.144E+15 0.153E+14 0.481E+12 0.461E-11        891.                  
    348.0 0.141E+15 0.148E+14 0.463E+12 0.451E-11        891.                  
    349.0 0.138E+15 0.143E+14 0.445E+12 0.442E-11        891.                  
    350.0 0.136E+15 0.138E+14 0.429E+12 0.433E-11        891.                  
    351.0 0.133E+15 0.134E+14 0.413E+12 0.424E-11        891.                  
    352.0 0.131E+15 0.129E+14 0.397E+12 0.415E-11        891.                  
    353.0 0.128E+15 0.125E+14 0.382E+12 0.406E-11        891.                  
    354.0 0.126E+15 0.121E+14 0.368E+12 0.398E-11        891.                  
    355.0 0.123E+15 0.117E+14 0.354E+12 0.389E-11        891.                  
    356.0 0.121E+15 0.113E+14 0.341E+12 0.381E-11        891.                  
    357.0 0.119E+15 0.110E+14 0.328E+12 0.373E-11        891.                  
    358.0 0.117E+15 0.106E+14 0.316E+12 0.365E-11        891.                  
    359.0 0.114E+15 0.103E+14 0.304E+12 0.358E-11        891.                  
    360.0 0.112E+15 0.992E+13 0.293E+12 0.351E-11        891.                  
    361.0 0.110E+15 0.959E+13 0.282E+12 0.343E-11        891.                  
    362.0 0.108E+15 0.928E+13 0.272E+12 0.336E-11        891.                  
    363.0 0.106E+15 0.898E+13 0.261E+12 0.329E-11        891.                  
    364.0 0.104E+15 0.868E+13 0.252E+12 0.323E-11        891.                  
    365.0 0.102E+15 0.840E+13 0.242E+12 0.316E-11        891.                  
    366.0 0.100E+15 0.813E+13 0.233E+12 0.309E-11        891.                  
    367.0 0.982E+14 0.786E+13 0.225E+12 0.303E-11        891.                  
    368.0 0.964E+14 0.760E+13 0.216E+12 0.297E-11        891.                  
    369.0 0.946E+14 0.736E+13 0.208E+12 0.291E-11        891.                  
    370.0 0.928E+14 0.712E+13 0.201E+12 0.285E-11        891.                  
    371.0 0.910E+14 0.688E+13 0.193E+12 0.279E-11        891.                  
    372.0 0.893E+14 0.666E+13 0.186E+12 0.274E-11        891.                  
    373.0 0.877E+14 0.644E+13 0.179E+12 0.268E-11        891.                  
    374.0 0.860E+14 0.623E+13 0.172E+12 0.263E-11        891.                  
    375.0 0.844E+14 0.603E+13 0.166E+12 0.257E-11        891.                  
    376.0 0.828E+14 0.584E+13 0.160E+12 0.252E-11        891.                  
    377.0 0.813E+14 0.565E+13 0.154E+12 0.247E-11        891.                  
    378.0 0.798E+14 0.546E+13 0.148E+12 0.242E-11        891.                  
    379.0 0.783E+14 0.528E+13 0.143E+12 0.237E-11        891.                  
    380.0 0.768E+14 0.511E+13 0.137E+12 0.232E-11        891.                  
    381.0 0.754E+14 0.495E+13 0.132E+12 0.228E-11        891.                  
    382.0 0.740E+14 0.479E+13 0.127E+12 0.223E-11        891.                  
    383.0 0.726E+14 0.463E+13 0.123E+12 0.219E-11        891.                  
    384.0 0.712E+14 0.448E+13 0.118E+12 0.214E-11        891.                  
    385.0 0.699E+14 0.434E+13 0.114E+12 0.210E-11        891.                  
    386.0 0.686E+14 0.420E+13 0.110E+12 0.206E-11        891.                  
    387.0 0.673E+14 0.406E+13 0.106E+12 0.202E-11        892.                  
    388.0 0.661E+14 0.393E+13 0.102E+12 0.198E-11        892.                  
    389.0 0.648E+14 0.380E+13 0.979E+11 0.194E-11        892.                  
    390.0 0.636E+14 0.368E+13 0.943E+11 0.190E-11        892.                  
    391.0 0.624E+14 0.356E+13 0.908E+11 0.186E-11        892.                  
    392.0 0.613E+14 0.344E+13 0.875E+11 0.183E-11        892.                  
    393.0 0.601E+14 0.333E+13 0.843E+11 0.179E-11        892.                  
    394.0 0.590E+14 0.322E+13 0.812E+11 0.176E-11        892.                  
    395.0 0.579E+14 0.312E+13 0.782E+11 0.172E-11        892.                  
    396.0 0.568E+14 0.302E+13 0.753E+11 0.169E-11        892.                  
    397.0 0.558E+14 0.292E+13 0.725E+11 0.165E-11        892.                  
    398.0 0.547E+14 0.283E+13 0.699E+11 0.162E-11        892.                  
    399.0 0.537E+14 0.274E+13 0.673E+11 0.159E-11        892.                  
    400.0 0.527E+14 0.265E+13 0.648E+11 0.156E-11        892.                  
    401.0 0.518E+14 0.256E+13 0.624E+11 0.153E-11        892.                  
    402.0 0.508E+14 0.248E+13 0.601E+11 0.150E-11        892.                  
    403.0 0.498E+14 0.240E+13 0.579E+11 0.147E-11        892.                  
    404.0 0.489E+14 0.232E+13 0.558E+11 0.144E-11        892.                  
    405.0 0.480E+14 0.225E+13 0.537E+11 0.141E-11        892.                  
    406.0 0.471E+14 0.218E+13 0.518E+11 0.139E-11        892.                  
    407.0 0.463E+14 0.211E+13 0.499E+11 0.136E-11        892.                  
    408.0 0.454E+14 0.204E+13 0.480E+11 0.133E-11        892.                  
    409.0 0.446E+14 0.197E+13 0.463E+11 0.131E-11        892.                  
    410.0 0.437E+14 0.191E+13 0.446E+11 0.128E-11        892.                  
    411.0 0.429E+14 0.185E+13 0.429E+11 0.126E-11        892.                  
    412.0 0.421E+14 0.179E+13 0.414E+11 0.123E-11        892.                  
    413.0 0.413E+14 0.173E+13 0.399E+11 0.121E-11        892.                  
    414.0 0.406E+14 0.167E+13 0.384E+11 0.119E-11        892.                  
    415.0 0.398E+14 0.162E+13 0.370E+11 0.116E-11        892.                  
    416.0 0.391E+14 0.157E+13 0.356E+11 0.114E-11        892.                  
    417.0 0.384E+14 0.152E+13 0.343E+11 0.112E-11        892.                  
    418.0 0.377E+14 0.147E+13 0.331E+11 0.110E-11        892.                  
    419.0 0.370E+14 0.142E+13 0.319E+11 0.108E-11        892.                  
    420.0 0.363E+14 0.138E+13 0.307E+11 0.106E-11        892.                  
    421.0 0.356E+14 0.133E+13 0.296E+11 0.104E-11        892.                  
    422.0 0.350E+14 0.129E+13 0.285E+11 0.102E-11        892.                  
    423.0 0.343E+14 0.125E+13 0.275E+11 0.996E-12        892.                  
    424.0 0.337E+14 0.121E+13 0.265E+11 0.977E-12        892.                  
    425.0 0.331E+14 0.117E+13 0.255E+11 0.959E-12        892.                  
    426.0 0.325E+14 0.113E+13 0.246E+11 0.940E-12        892.                  
    427.0 0.319E+14 0.110E+13 0.237E+11 0.922E-12        892.                  
    428.0 0.313E+14 0.106E+13 0.228E+11 0.905E-12        892.                  
    429.0 0.307E+14 0.103E+13 0.220E+11 0.888E-12        892.                  
    430.0 0.301E+14 0.995E+12 0.212E+11 0.871E-12        892.                  
    431.0 0.296E+14 0.963E+12 0.204E+11 0.855E-12        892.                  
    432.0 0.290E+14 0.932E+12 0.196E+11 0.839E-12        892.                  
    433.0 0.285E+14 0.902E+12 0.189E+11 0.823E-12        892.                  
    434.0 0.280E+14 0.873E+12 0.182E+11 0.807E-12        892.                  
    435.0 0.275E+14 0.846E+12 0.176E+11 0.792E-12        892.                  
    436.0 0.270E+14 0.819E+12 0.169E+11 0.777E-12        892.                  
    437.0 0.265E+14 0.792E+12 0.163E+11 0.763E-12        892.                  
    438.0 0.260E+14 0.767E+12 0.157E+11 0.748E-12        892.                  
    439.0 0.255E+14 0.743E+12 0.152E+11 0.734E-12        892.                  
    440.0 0.250E+14 0.719E+12 0.146E+11 0.720E-12        892.                  
    441.0 0.246E+14 0.696E+12 0.141E+11 0.707E-12        892.                  
    442.0 0.241E+14 0.674E+12 0.136E+11 0.694E-12        892.                  
    443.0 0.237E+14 0.652E+12 0.131E+11 0.681E-12        892.                  
    444.0 0.232E+14 0.632E+12 0.126E+11 0.668E-12        892.                  
    445.0 0.228E+14 0.612E+12 0.121E+11 0.656E-12        892.                  
    446.0 0.224E+14 0.592E+12 0.117E+11 0.643E-12        892.                  
    447.0 0.220E+14 0.573E+12 0.113E+11 0.631E-12        892.                  
