# betaPara
1.0000e-02 1.1237e-02 1.2626e-02 1.4187e-02 1.5942e-02 1.7913e-02 2.0128e-02 2.2617e-02 2.5413e-02 2.8556e-02 3.2087e-02 3.6055e-02 4.0513e-02 4.5523e-02 5.1152e-02 5.7477e-02 6.4584e-02 7.2570e-02 8.1544e-02 9.1627e-02 1.0296e-01 1.1569e-01 1.2999e-01 1.4607e-01 1.6413e-01 1.8443e-01 2.0723e-01 2.3286e-01 2.6165e-01 2.9400e-01 3.3036e-01 3.7121e-01 4.1711e-01 4.6869e-01 5.2665e-01 5.9177e-01 6.6494e-01 7.4717e-01 8.3956e-01 9.4337e-01 1.0600e+00 1.1911e+00 1.3384e+00 1.5039e+00 1.6898e+00 1.8988e+00 2.1336e+00 2.3974e+00 2.6939e+00 3.0270e+00 3.4013e+00 3.8219e+00 4.2945e+00 4.8255e+00 5.4222e+00 6.0927e+00 6.8461e+00 7.6926e+00 8.6439e+00 9.7127e+00 1.0914e+01 1.2263e+01 1.3780e+01 1.5484e+01 1.7398e+01 1.9550e+01 2.1967e+01 2.4683e+01 2.7736e+01 3.1165e+01 3.5019e+01 3.9349e+01 4.4215e+01 4.9682e+01 5.5826e+01 6.2729e+01 7.0486e+01 7.9202e+01 8.8995e+01 1.0000e+02 
# Taniso
1.0000e+00 1.0296e+00 1.0600e+00 1.0914e+00 1.1237e+00 1.1569e+00 1.1911e+00 1.2263e+00 1.2626e+00 1.2999e+00 1.3384e+00 1.3780e+00 1.4187e+00 1.4607e+00 1.5039e+00 1.5484e+00 1.5942e+00 1.6413e+00 1.6898e+00 1.7398e+00 1.7913e+00 1.8443e+00 1.8988e+00 1.9550e+00 2.0128e+00 2.0723e+00 2.1336e+00 2.1967e+00 2.2617e+00 2.3286e+00 2.3974e+00 2.4683e+00 2.5413e+00 2.6165e+00 2.6939e+00 2.7736e+00 2.8556e+00 2.9400e+00 3.0270e+00 3.1165e+00 3.2087e+00 3.3036e+00 3.4013e+00 3.5019e+00 3.6055e+00 3.7121e+00 3.8219e+00 3.9349e+00 4.0513e+00 4.1711e+00 4.2945e+00 4.4215e+00 4.5523e+00 4.6869e+00 4.8255e+00 4.9682e+00 5.1152e+00 5.2665e+00 5.4222e+00 5.5826e+00 5.7477e+00 5.9177e+00 6.0927e+00 6.2729e+00 6.4584e+00 6.6494e+00 6.8461e+00 7.0486e+00 7.2570e+00 7.4717e+00 7.6926e+00 7.9202e+00 8.1544e+00 8.3956e+00 8.6439e+00 8.8995e+00 9.1627e+00 9.4337e+00 9.7127e+00 1.0000e+01 
# nu0[betaPara,Taniso]
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0068e-01 1.0694e-01 1.1315e-01 1.1928e-01 1.2534e-01 1.3130e-01 1.3715e-01 1.4289e-01 1.4851e-01 1.5399e-01 1.5932e-01 1.6450e-01 1.6951e-01 1.7434e-01 1.7899e-01 1.8344e-01 1.8770e-01 1.9171e-01 1.9541e-01 1.9873e-01 2.0156e-01 2.0382e-01 2.0538e-01 2.0611e-01 2.0588e-01 2.0451e-01 2.0183e-01 1.9763e-01 1.9169e-01 1.8374e-01 1.7350e-01 1.6065e-01 1.4485e-01 
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0047e-01 1.0682e-01 1.1310e-01 1.1929e-01 1.2538e-01 1.3136e-01 1.3723e-01 1.4296e-01 1.4855e-01 1.5399e-01 1.5927e-01 1.6438e-01 1.6932e-01 1.7407e-01 1.7864e-01 1.8301e-01 1.8718e-01 1.9117e-01 1.9491e-01 1.9836e-01 2.0143e-01 2.0403e-01 2.0606e-01 2.0741e-01 2.0794e-01 2.0753e-01 2.0600e-01 2.0317e-01 1.9885e-01 1.9279e-01 1.8476e-01 1.7446e-01 1.6158e-01 1.4577e-01 
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0055e-01 1.0703e-01 1.1342e-01 1.1971e-01 1.2588e-01 1.3193e-01 1.3783e-01 1.4359e-01 1.4919e-01 1.5462e-01 1.5988e-01 1.6495e-01 1.6983e-01 1.7451e-01 1.7899e-01 1.8327e-01 1.8734e-01 1.9122e-01 1.9491e-01 1.9837e-01 2.0154e-01 2.0434e-01 2.0669e-01 2.0847e-01 2.0959e-01 2.0992e-01 2.0930e-01 2.0759e-01 2.0460e-01 2.0014e-01 1.9397e-01 1.8585e-01 1.7549e-01 1.6258e-01 1.4677e-01 
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0082e-01 1.0748e-01 1.1403e-01 1.2046e-01 1.2676e-01 1.3291e-01 1.3890e-01 1.4473e-01 1.5038e-01 1.5584e-01 1.6111e-01 1.6617e-01 1.7101e-01 1.7565e-01 1.8006e-01 1.8425e-01 1.8823e-01 1.9200e-01 1.9556e-01 1.9894e-01 2.0210e-01 2.0497e-01 2.0748e-01 2.0955e-01 2.1107e-01 2.1194e-01 2.1202e-01 2.1119e-01 2.0928e-01 2.0612e-01 2.0151e-01 1.9521e-01 1.8700e-01 1.7658e-01 1.6365e-01 1.4787e-01 
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0120e-01 1.0808e-01 1.1483e-01 1.2144e-01 1.2791e-01 1.3421e-01 1.4034e-01 1.4628e-01 1.5203e-01 1.5756e-01 1.6288e-01 1.6797e-01 1.7283e-01 1.7745e-01 1.8182e-01 1.8596e-01 1.8986e-01 1.9352e-01 1.9696e-01 2.0020e-01 2.0324e-01 2.0608e-01 2.0863e-01 2.1084e-01 2.1260e-01 2.1384e-01 2.1443e-01 2.1426e-01 2.1319e-01 2.1107e-01 2.0772e-01 2.0294e-01 1.9652e-01 1.8821e-01 1.7773e-01 1.6480e-01 1.4905e-01 
0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0158e-01 1.0871e-01 1.1570e-01 1.2254e-01 1.2922e-01 1.3572e-01 1.4203e-01 1.4813e-01 1.5402e-01 1.5968e-01 1.6510e-01 1.7027e-01 1.7518e-01 1.7983e-01 1.8421e-01 1.8833e-01 1.9218e-01 1.9577e-01 1.9911e-01 2.0221e-01 2.0510e-01 2.0781e-01 2.1030e-01 2.1252e-01 2.1440e-01 2.1584e-01 2.1677e-01 2.1707e-01 2.1662e-01 2.1530e-01 2.1294e-01 2.0938e-01 2.0442e-01 1.9786e-01 1.8946e-01 1.7894e-01 1.6600e-01 1.5033e-01 
